ranking_id,top_name,level_id,position,requirement
1062,PCR,1550,1062,100
1063,PCR,2063,1063,100
1064,PCR,2942,1064,100
1065,PCR,2256,1065,100
1066,PCR,2844,1066,100
1067,PCR,2663,1067,100
1068,PCR,1871,1068,100
1069,PCR,2953,1069,100
1070,PCR,3179,1070,100
1071,PCR,2129,1071,100
1072,PCR,2694,1072,100
1073,PCR,2806,1073,100
1074,PCR,1702,1074,100
1075,PCR,2419,1075,100
1076,PCR,2130,1076,100
1077,PCR,1987,1077,100
1078,PCR,1942,1078,100
1079,PCR,1676,1079,100
1080,PCR,2140,1080,100
1081,PCR,2805,1081,100
1082,PCR,2886,1082,100
1083,PCR,3040,1083,100
1084,PCR,1912,1084,100
1085,PCR,2965,1085,100
1086,PCR,2194,1086,100
1087,PCR,1833,1087,100
1088,PCR,2030,1088,100
1089,PCR,3000,1089,100
1090,PCR,2354,1090,100
1091,PCR,2859,1091,100
1092,PCR,2037,1092,100
1093,PCR,2112,1093,100
1094,PCR,1765,1094,100
1095,PCR,1894,1095,100
1096,PCR,2243,1096,100
1097,PCR,2894,1097,100
1098,PCR,1874,1098,100
1099,PCR,3084,1099,100
1100,PCR,1741,1100,100
1101,PCR,3210,1101,100
1102,PCR,3083,1102,100
1103,PCR,3259,1103,100
1104,PCR,2300,1104,100
1105,PCR,2620,1105,100
1106,PCR,3039,1106,100
1107,PCR,2531,1107,100
1108,PCR,2861,1108,100
1109,PCR,1603,1109,100
1110,PCR,2917,1110,100
1111,PCR,2964,1111,100
1112,PCR,2952,1112,100
1113,PCR,2518,1113,100
1114,PCR,1763,1114,100
1115,PCR,2817,1115,100
1116,PCR,2120,1116,100
1117,PCR,1877,1117,100
1118,PCR,3209,1118,100
1119,PCR,3088,1119,100
1120,PCR,1574,1120,100
1121,PCR,2951,1121,100
1122,PCR,3178,1122,100
1123,PCR,2804,1123,100
1124,PCR,1540,1124,100
1125,PCR,2522,1125,100
1126,PCR,2560,1126,100
1127,PCR,1930,1127,100
1128,PCR,1642,1128,100
1129,PCR,2374,1129,100
1130,PCR,1904,1130,100
1131,PCR,2532,1131,100
1132,PCR,2845,1132,100
1133,PCR,2244,1133,100
1134,PCR,2241,1134,100
1135,PCR,3021,1135,100
1136,PCR,1625,1136,100
1137,PCR,3152,1137,100
1138,PCR,2786,1138,100
1139,PCR,2443,1139,100
1140,PCR,2116,1140,100
1141,PCR,2667,1141,100
1142,PCR,2963,1142,100
1143,PCR,2003,1143,100
1144,PCR,2679,1144,100
1145,PCR,1675,1145,100
1146,PCR,1673,1146,100
1147,PCR,2146,1147,100
1148,PCR,3151,1148,100
1149,PCR,3082,1149,100
1150,PCR,2026,1150,100
1151,PCR,1682,1151,100
1152,PCR,1767,1152,100
1153,PCR,2257,1153,100
1154,PCR,3375,1154,100
1155,PCR,2756,1155,100
1156,PCR,3208,1156,100
1157,PCR,2785,1157,100
1158,PCR,2772,1158,100
1159,PCR,2469,1159,100
1160,PCR,2999,1160,100
1161,PCR,2521,1161,100
1162,PCR,2174,1162,100
1163,PCR,2337,1163,100
1164,PCR,2591,1164,100
1165,PCR,2592,1165,100
1166,PCR,2998,1166,100
1167,PCR,2990,1167,100
1168,PCR,2029,1168,100
1169,PCR,2590,1169,100
1170,PCR,2816,1170,100
1171,PCR,3020,1171,100
1172,PCR,1908,1172,100
1173,PCR,2206,1173,100
1174,PCR,2279,1174,100
1175,PCR,2565,1175,100
1176,PCR,2705,1176,100
1177,PCR,1996,1177,100
1178,PCR,2572,1178,100
1179,PCR,3315,1179,100
1180,PCR,2427,1180,100
1181,PCR,2321,1181,100
1182,PCR,3038,1182,100
1183,PCR,2434,1183,100
1184,PCR,2071,1184,100
1185,PCR,1947,1185,100
1186,PCR,1792,1186,100
1187,PCR,2306,1187,100
1188,PCR,2962,1188,100
1189,PCR,3308,1189,100
1190,PCR,2391,1190,100
1191,PCR,3207,1191,100
1192,PCR,2754,1192,100
1193,PCR,3101,1193,100
1194,PCR,2281,1194,100
1195,PCR,2104,1195,100
1196,PCR,1838,1196,100
1197,PCR,1609,1197,100
1198,PCR,3206,1198,100
1199,PCR,1985,1199,100
1200,PCR,2139,1200,100
1201,PCR,1605,1201,100
1202,PCR,2376,1202,100
1203,PCR,1631,1203,100
1204,PCR,2727,1204,100
1205,PCR,1823,1205,100
1206,PCR,2233,1206,100
1207,PCR,2850,1207,100
1208,PCR,1988,1208,100
1209,PCR,2524,1209,100
1210,PCR,2175,1210,100
1211,PCR,2957,1211,100
1212,PCR,2882,1212,100
1213,PCR,2303,1213,100
1214,PCR,1558,1214,100
1215,PCR,2218,1215,100
1216,PCR,2282,1216,100
1217,PCR,2466,1217,100
1218,PCR,2277,1218,100
1219,PCR,2193,1219,100
1220,PCR,1643,1220,100
1221,PCR,1709,1221,100
1222,PCR,3309,1222,100
1223,PCR,2941,1223,100
1224,PCR,2635,1224,100
1225,PCR,1944,1225,100
1226,PCR,3081,1226,100
1227,PCR,1772,1227,100
1228,PCR,1623,1228,100
1229,PCR,3150,1229,100
1230,PCR,3019,1230,100
1231,PCR,2227,1231,100
1232,PCR,1571,1232,100
1233,PCR,1549,1233,100
1234,PCR,2375,1234,100
1235,PCR,1782,1235,100
1236,PCR,1937,1236,100
1237,PCR,1951,1237,100
1238,PCR,2447,1238,100
1239,PCR,2166,1239,100
1240,PCR,1918,1240,100
1241,PCR,2557,1241,100
1242,PCR,2602,1242,100
1243,PCR,2412,1243,100
1244,PCR,1913,1244,100
1245,PCR,3362,1245,100
1246,PCR,3363,1246,100
1247,PCR,3240,1247,100
1248,PCR,1820,1248,100
1249,PCR,2155,1249,100
1250,PCR,3177,1250,100
1251,PCR,1759,1251,100
1252,PCR,2885,1252,100
1253,PCR,2276,1253,100
1254,PCR,3080,1254,100
1255,PCR,1817,1255,100
1256,PCR,1776,1256,100
1257,PCR,2403,1257,100
1258,PCR,3037,1258,100
1259,PCR,3358,1259,100
1260,PCR,2246,1260,100
1261,PCR,1969,1261,100
1262,PCR,1720,1262,100
1263,PCR,1700,1263,100
1264,PCR,3376,1264,100
1265,PCR,3258,1265,100
1266,PCR,3205,1266,100
1267,PCR,2571,1267,100
1268,PCR,2796,1268,100
1269,PCR,2815,1269,100
1270,PCR,3176,1270,100
1271,PCR,2355,1271,100
1272,PCR,2997,1272,100
1273,PCR,2353,1273,100
1274,PCR,2347,1274,100
1275,PCR,2226,1275,100
1276,PCR,2940,1276,100
1277,PCR,2488,1277,100
1278,PCR,3036,1278,100
1279,PCR,2530,1279,100
1280,PCR,3316,1280,100
1281,PCR,3148,1281,100
1282,PCR,1616,1282,100
1283,PCR,2753,1283,100
1284,PCR,1654,1284,100
1285,PCR,1554,1285,100
1286,PCR,2484,1286,100
1287,PCR,3216,1287,100
1288,PCR,1594,1288,100
1289,PCR,3257,1289,100
1290,PCR,1651,1290,100
1291,PCR,2649,1291,100
1292,PCR,2996,1292,100
1293,PCR,1721,1293,100
1294,PCR,3149,1294,100
1295,PCR,2797,1295,100
1296,PCR,2100,1296,100
1297,PCR,1888,1297,100
1298,PCR,2599,1298,100
1299,PCR,2357,1299,100
1300,PCR,1870,1300,100
1301,PCR,2621,1301,100
1302,PCR,2215,1302,100
1303,PCR,3175,1303,100
1304,PCR,1584,1304,100
1305,PCR,2013,1305,100
1306,PCR,3147,1306,100
1307,PCR,2186,1307,100
1308,PCR,2921,1308,100
1309,PCR,1590,1309,100
1310,PCR,3239,1310,100
1311,PCR,2486,1311,100
1312,PCR,3100,1312,100
1313,PCR,2950,1313,100
1314,PCR,2288,1314,100
1315,PCR,3364,1315,100
1316,PCR,2230,1316,100
1317,PCR,1906,1317,100
1318,PCR,2042,1318,100
1319,PCR,3365,1319,100
1320,PCR,1617,1320,100
1321,PCR,2897,1321,100
1322,PCR,3174,1322,100
1323,PCR,2848,1323,100
1324,PCR,2390,1324,100
1325,PCR,1764,1325,100
1326,PCR,2651,1326,100
1327,PCR,3008,1327,100
1328,PCR,2639,1328,100
1329,PCR,2476,1329,100
1330,PCR,3146,1330,100
1331,PCR,2737,1331,100
1332,PCR,2783,1332,100
1333,PCR,2793,1333,100
1334,PCR,2971,1334,100
1335,PCR,1970,1335,100
1336,PCR,2606,1336,100
1337,PCR,1972,1337,100
1338,PCR,3332,1338,100
1339,PCR,2803,1339,100
1340,PCR,1755,1340,100
1341,PCR,2725,1341,100
1342,PCR,3238,1342,100
1343,PCR,2360,1343,100
1344,PCR,1834,1344,100
1345,PCR,2043,1345,100
1346,PCR,2771,1346,100
1347,PCR,3079,1347,100
1348,PCR,3366,1348,100
1349,PCR,1843,1349,100
1350,PCR,2794,1350,100
1351,PCR,1758,1351,100
1352,PCR,2970,1352,100
1353,PCR,2750,1353,100
1354,PCR,2031,1354,100
1355,PCR,1669,1355,100
1356,PCR,2846,1356,100
1357,PCR,1807,1357,100
1358,PCR,2548,1358,100
1359,PCR,2424,1359,100
1360,PCR,1946,1360,100
1361,PCR,1672,1361,100
1362,PCR,3333,1362,100
1363,PCR,3334,1363,100
1364,PCR,2322,1364,100
1365,PCR,3018,1365,100
1366,PCR,1901,1366,100
1367,PCR,3344,1367,100
1368,PCR,2258,1368,100
1369,PCR,1815,1369,100
1370,PCR,2301,1370,100
1371,PCR,2632,1371,100
1372,PCR,3256,1372,100
1373,PCR,2875,1373,100
1374,PCR,1966,1374,100
1375,PCR,2504,1375,100
1376,PCR,2877,1376,100
1377,PCR,2851,1377,100
1378,PCR,2814,1378,100
1379,PCR,2994,1379,100
1380,PCR,2939,1380,100
1381,PCR,2770,1381,100
1382,PCR,2179,1382,100
1383,PCR,1649,1383,100
1384,PCR,2782,1384,100
1385,PCR,1948,1385,100
1386,PCR,2172,1386,100
1387,PCR,2640,1387,100
1388,PCR,3145,1388,100
1389,PCR,2993,1389,100
1390,PCR,2682,1390,100
1391,PCR,3144,1391,100
1392,PCR,2339,1392,100
1393,PCR,2225,1393,100
1394,PCR,2752,1394,100
1395,PCR,2758,1395,100
1396,PCR,2014,1396,100
1397,PCR,3237,1397,100
1398,PCR,3143,1398,100
1399,PCR,1804,1399,100
1400,PCR,2569,1400,100
1401,PCR,2858,1401,100
1402,PCR,1836,1402,100
1403,PCR,3142,1403,100
1404,PCR,2094,1404,100
1405,PCR,3007,1405,100
1406,PCR,3141,1406,100
1407,PCR,3035,1407,100
1408,PCR,1855,1408,100
1409,PCR,3034,1409,100
1410,PCR,1847,1410,100
1411,PCR,2331,1411,100
1412,PCR,2641,1412,100
1413,PCR,1614,1413,100
1414,PCR,3236,1414,100
1415,PCR,2084,1415,100
1416,PCR,2781,1416,100
1417,PCR,1991,1417,100
1418,PCR,2880,1418,100
1419,PCR,2323,1419,100
1420,PCR,2780,1420,100
1421,PCR,3006,1421,100
1422,PCR,2876,1422,100
1423,PCR,2542,1423,100
1424,PCR,1565,1424,100
1425,PCR,3252,1425,100
1426,PCR,2199,1426,100
1427,PCR,1694,1427,100
1428,PCR,2356,1428,100
1429,PCR,3387,1429,100
1430,PCR,2499,1430,100
1431,PCR,2991,1431,100
1432,PCR,2467,1432,100
1433,PCR,1545,1433,100
1434,PCR,1932,1434,100
1435,PCR,3033,1435,100
1436,PCR,1580,1436,100
1437,PCR,2151,1437,100
1438,PCR,1891,1438,100
1439,PCR,3173,1439,100
1440,PCR,1964,1440,100
1441,PCR,2978,1441,100
1442,PCR,2529,1442,100
1443,PCR,2429,1443,100
1444,PCR,1968,1444,100
1445,PCR,2396,1445,100
1446,PCR,2328,1446,100
1447,PCR,2182,1447,100
1448,PCR,2961,1448,100
1449,PCR,2494,1449,100
1450,PCR,2007,1450,100
1451,PCR,1597,1451,100
1452,PCR,2266,1452,100
1453,PCR,2245,1453,100
1454,PCR,3044,1454,100
1455,PCR,2209,1455,100
1456,PCR,1878,1456,100
1457,PCR,1731,1457,100
1458,PCR,2181,1458,100
1459,PCR,2598,1459,100
1460,PCR,1938,1460,100
1461,PCR,3005,1461,100
1462,PCR,1568,1462,100
1463,PCR,3359,1463,100
1464,PCR,2108,1464,100
1465,PCR,2528,1465,100
1466,PCR,2681,1466,100
1467,PCR,3172,1467,100
1468,PCR,1539,1468,100
1469,PCR,3220,1469,100
1470,PCR,3367,1470,100
1471,PCR,1816,1471,100
1472,PCR,2102,1472,100
1473,PCR,2573,1473,100
1474,PCR,3017,1474,100
1475,PCR,2145,1475,100
1476,PCR,2559,1476,100
1477,PCR,2628,1477,100
1478,PCR,2661,1478,100
1479,PCR,2893,1479,100
1480,PCR,2359,1480,100
1481,PCR,1661,1481,100
1482,PCR,2645,1482,100
1483,PCR,2048,1483,100
1484,PCR,3016,1484,100
1485,PCR,3345,1485,100
1486,PCR,2769,1486,100
1487,PCR,1907,1487,100
1488,PCR,2800,1488,100
1489,PCR,3317,1489,100
1490,PCR,1949,1490,100
1491,PCR,1719,1491,100
1492,PCR,3140,1492,100
1493,PCR,1903,1493,100
1494,PCR,2665,1494,100
1495,PCR,2012,1495,100
1496,PCR,3219,1496,100
1497,PCR,3171,1497,100
1498,PCR,3170,1498,100
1499,PCR,3099,1499,100
1500,PCR,2949,1500,100
1501,PCR,2038,1501,100
1502,PCR,1812,1502,100
1503,PCR,2448,1503,100
1504,PCR,2260,1504,100
1505,PCR,2437,1505,100
1506,PCR,2163,1506,100
1507,PCR,2178,1507,100
1508,PCR,2969,1508,100
1509,PCR,2784,1509,100
1510,PCR,2619,1510,100
1511,PCR,2440,1511,100
1512,PCR,1983,1512,100
1513,PCR,1796,1513,100
1514,PCR,2995,1514,100
1515,PCR,2121,1515,100
1516,PCR,1715,1516,100
1517,PCR,2086,1517,100
1518,PCR,2377,1518,100
1519,PCR,2074,1519,100
1520,PCR,2686,1520,100
1521,PCR,2133,1521,100
1522,PCR,1562,1522,100
1523,PCR,3003,1523,100
1524,PCR,2813,1524,100
1525,PCR,3204,1525,100
1526,PCR,2972,1526,100
1527,PCR,3377,1527,100
1528,PCR,1916,1528,100
1529,PCR,2000,1529,100
1530,PCR,2948,1530,100
1531,PCR,2421,1531,100
1532,PCR,2777,1532,100
1533,PCR,2847,1533,100
1534,PCR,2879,1534,100
1535,PCR,2490,1535,100
1536,PCR,2895,1536,100
1537,PCR,2312,1537,100
1538,PCR,3292,1538,100
1539,PCR,2198,1539,100
1540,PCR,2833,1540,100
1541,PCR,2774,1541,100
1542,PCR,2283,1542,100
1543,PCR,2292,1543,100
1544,PCR,2252,1544,100
1545,PCR,2857,1545,100
1546,PCR,3098,1546,100
1547,PCR,1615,1547,100
1548,PCR,3015,1548,100
1549,PCR,3235,1549,100
1550,PCR,2498,1550,100
1551,PCR,3234,1551,100
1552,PCR,3218,1552,100
1553,PCR,2294,1553,100
1554,PCR,1943,1554,100
1555,PCR,1774,1555,100
1556,PCR,2482,1556,100
1557,PCR,2313,1557,100
1558,PCR,1998,1558,100
1559,PCR,3233,1559,100
1560,PCR,1965,1560,100
1561,PCR,3169,1561,100
1562,PCR,2795,1562,100
1563,PCR,2400,1563,100
1564,PCR,2141,1564,100
1565,PCR,2723,1565,100
1566,PCR,3390,1566,100
1567,PCR,2455,1567,100
1568,PCR,2736,1568,100
1569,PCR,3318,1569,100
1570,PCR,3253,1570,100
1571,PCR,2036,1571,100
1572,PCR,2470,1572,100
1573,PCR,1718,1573,100
1574,PCR,2113,1574,100
1575,PCR,2629,1575,100
1576,PCR,1688,1576,100
1577,PCR,3014,1577,100
1578,PCR,3112,1578,100
1579,PCR,3168,1579,100
1580,PCR,2905,1580,100
1581,PCR,2551,1581,100
1582,PCR,3319,1582,100
1583,PCR,3004,1583,100
1584,PCR,3232,1584,100
1585,PCR,2093,1585,100
1586,PCR,2947,1586,100
1587,PCR,2594,1587,100
1588,PCR,1899,1588,100
1589,PCR,3217,1589,100
1590,PCR,2874,1590,100
1591,PCR,3293,1591,100
1592,PCR,2717,1592,100
1593,PCR,2835,1593,100
1594,PCR,2068,1594,100
1595,PCR,2295,1595,100
1596,PCR,3203,1596,100
1597,PCR,2085,1597,100
1598,PCR,2211,1598,100
1599,PCR,3346,1599,100
1600,PCR,1674,1600,100
1601,PCR,3167,1601,100
1602,PCR,3202,1602,100
1603,PCR,3201,1603,100
1604,PCR,3310,1604,100
1605,PCR,1829,1605,100
1606,PCR,2751,1606,100
1607,PCR,2749,1607,100
1608,PCR,3063,1608,100
1609,PCR,2748,1609,100
1610,PCR,3383,1610,100
1611,PCR,2968,1611,100
1612,PCR,2779,1612,100
1613,PCR,1624,1613,100
1614,PCR,1634,1614,100
1615,PCR,1814,1615,100
1616,PCR,2724,1616,100
1617,PCR,2157,1617,100
1618,PCR,1548,1618,100
1619,PCR,2852,1619,100
1620,PCR,2802,1620,100
1621,PCR,2381,1621,100
1622,PCR,2832,1622,100
1623,PCR,1811,1623,100
1624,PCR,1785,1624,100
1625,PCR,2330,1625,100
1626,PCR,1664,1626,100
1627,PCR,3347,1627,100
1628,PCR,2778,1628,100
1629,PCR,3254,1629,100
1630,PCR,3388,1630,100
1631,PCR,2192,1631,100
1632,PCR,2497,1632,100
1633,PCR,1856,1633,100
1634,PCR,2342,1634,100
1635,PCR,3013,1635,100
1636,PCR,3231,1636,100
1637,PCR,3078,1637,100
1638,PCR,3297,1638,100
1639,PCR,1641,1639,100
1640,PCR,1986,1640,100
1641,PCR,2836,1641,100
1642,PCR,2255,1642,100
1643,PCR,3391,1643,100
1644,PCR,3032,1644,100
1645,PCR,2561,1645,100
1646,PCR,1980,1646,100
1647,PCR,1911,1647,100
1648,PCR,3062,1648,100
1649,PCR,3348,1649,100
1650,PCR,2456,1650,100
1651,PCR,3031,1651,100
1652,PCR,3230,1652,100
1653,PCR,1813,1653,100
1654,PCR,3012,1654,100
1655,PCR,2289,1655,100
1656,PCR,3392,1656,100
1657,PCR,3384,1657,100
1658,PCR,3311,1658,100
1659,PCR,3298,1659,100
1660,PCR,3011,1660,100
1661,PCR,3097,1661,100
1662,PCR,2363,1662,100
1663,PCR,3002,1663,100
1664,PCR,2184,1664,100
1665,PCR,2839,1665,100
1666,PCR,2589,1666,100
1667,PCR,3029,1667,100
1668,PCR,3360,1668,100
1669,PCR,1851,1669,100
1670,PCR,2216,1670,100
1671,PCR,2101,1671,100
1672,PCR,2773,1672,100
1673,PCR,2812,1673,100
1674,PCR,2562,1674,100
1675,PCR,1556,1675,100
1676,PCR,2190,1676,100
1677,PCR,1805,1677,100
1678,PCR,1889,1678,100
1679,PCR,1768,1679,100
1680,PCR,2343,1680,100
1681,PCR,2465,1681,100
1682,PCR,2567,1682,100
1683,PCR,3312,1683,100
1684,PCR,3111,1684,100
1685,PCR,2792,1685,100
1686,PCR,2156,1686,100
1687,PCR,3395,1687,100
1688,PCR,2849,1688,100
1689,PCR,2445,1689,100
1690,PCR,3010,1690,100
1691,PCR,1821,1691,100
1692,PCR,2840,1692,100
1693,PCR,3336,1693,100
1694,PCR,2546,1694,100
1695,PCR,3009,1695,100
1696,PCR,2076,1696,100
1697,PCR,1933,1697,100
1698,PCR,3139,1698,100
1699,PCR,1593,1699,100
1700,PCR,3138,1700,100
1701,PCR,3385,1701,100
1702,PCR,2028,1702,100
1703,PCR,3378,1703,100
1704,PCR,3382,1704,100
1705,PCR,1683,1705,100
1706,PCR,1757,1706,100
1707,PCR,2020,1707,100
1708,PCR,2123,1708,100
1709,PCR,2776,1709,100
1710,PCR,2856,1710,100
1711,PCR,2747,1711,100
1712,PCR,1921,1712,100
1713,PCR,1822,1713,100
1714,PCR,1990,1714,100
1715,PCR,2019,1715,100
1716,PCR,3349,1716,100
1717,PCR,2588,1717,100
1718,PCR,2915,1718,100
1719,PCR,2726,1719,100
1720,PCR,2731,1720,100
1721,PCR,1560,1721,100
1722,PCR,3335,1722,100
1723,PCR,2669,1723,100
1724,PCR,2425,1724,100
1725,PCR,2597,1725,100
1726,PCR,2311,1726,100
1727,PCR,2457,1727,100
1728,PCR,2549,1728,100
1729,PCR,2734,1729,100
1730,PCR,2890,1730,100
1731,PCR,1953,1731,100
1732,PCR,1801,1732,100
1733,PCR,3028,1733,100
1734,PCR,1781,1734,100
1735,PCR,2044,1735,100
1736,PCR,2834,1736,100
1737,PCR,2310,1737,100
1738,PCR,1935,1738,100
1739,PCR,1926,1739,100
1740,PCR,2368,1740,100
1741,PCR,1598,1741,100
1742,PCR,1978,1742,100
1743,PCR,2855,1743,100
1744,PCR,1777,1744,100
1745,PCR,3137,1745,100
1746,PCR,1541,1746,100
1747,PCR,2416,1747,100
1748,PCR,1849,1748,100
1749,PCR,2768,1749,100
1750,PCR,1633,1750,100
1751,PCR,1826,1751,100
1752,PCR,2203,1752,100
1753,PCR,2721,1753,100
1754,PCR,1898,1754,100
1755,PCR,1959,1755,100
1756,PCR,2348,1756,100
1757,PCR,3030,1757,100
1758,PCR,2703,1758,100
1759,PCR,1810,1759,100
1760,PCR,2212,1760,100
1761,PCR,1960,1761,100
1762,PCR,2373,1762,100
1763,PCR,1762,1763,100
1764,PCR,1790,1764,100
1765,PCR,1713,1765,100
1766,PCR,2380,1766,100
1767,PCR,2627,1767,100
1768,PCR,1800,1768,100
1769,PCR,1884,1769,100
1770,PCR,2517,1770,100
1771,PCR,2183,1771,100
1772,PCR,2558,1772,100
1773,PCR,2253,1773,100
1774,PCR,1771,1774,100
1775,PCR,1599,1775,100
1776,PCR,2291,1776,100
1777,PCR,1583,1777,100
1778,PCR,2056,1778,100
1779,PCR,2585,1779,100
1780,PCR,2365,1780,100
1781,PCR,1566,1781,100
1782,PCR,2058,1782,100
1783,PCR,3313,1783,100
1784,PCR,2229,1784,100
1785,PCR,1920,1785,100
1786,PCR,2382,1786,100
1787,PCR,1769,1787,100
1788,PCR,2177,1788,100
1789,PCR,2217,1789,100
1790,PCR,2254,1790,100
1791,PCR,1886,1791,100
1792,PCR,2128,1792,100
1793,PCR,2346,1793,100
1794,PCR,1629,1794,100
1795,PCR,1742,1795,100
1796,PCR,1868,1796,100
1797,PCR,2652,1797,100
1798,PCR,3200,1798,100
